Date,Guest,Primetime,Tucker
July 6 2020 Monday,Mark Meadows,0,0
July 22 2020 Wednesday,Joe Cardinale;Raja Krishnamoorthi;Kelly Loeffler,0,0
May 1 2020 Friday,Bill McGurn;Susan Ferrechio;Charles Lane;Bill McGurn,0,0
April 7 2020 Tuesday,Karen Whitsett;Mohammed Arsiwala;Jenna Ellis;Michael Osterholm,1,1
April 29 2020 Wednesday,Michael Crowley;Katie Pavlich;Jonah Goldberg,0,0
March 17 2020 Tuesday,Gordon Chang;Marco Rubio;Marty Makary;Brendan Carr;Charles Camosy;John Daniel Davidson;Arturo ,1,1
December 4 2020 Friday,Ryan Choura,0,0
December 25 2020 Friday,Buck McCoy;Charles Marino;Chris Swecker;Susan Ferrechio;Tom Bevan;Josh Kraushaar;Joey Jones;,0,0
April 26 2020 Sunday,Christopher Demuth;Art Laffer,1,0
October 14 2020 Wednesday,Christopher Scalia,0,0
October 29 2020 Thursday,Derek Stevens,0,0
June 2 2020 Tuesday,Robert Woodson;Carlos Gimenez;Bernard Kerik;Koko Mcavoy;Saagar Enjeti,1,1
July 6 2020 Monday,Mark Meadows;John Kennedy;Leo Terrell;Mark McCloskey;Patricia McCloskey,1,0
November 24 2020 Tuesday,Michael Dorf,0,0
May 14 2020 Thursday,Michael Caputo;Yvette Lozano;Greg Anderson;Harmeet Dhillon;Jim Jordan;Tom Bevan,1,0
June 28 2020 Sunday,Leo Terrell;Allen West,1,0
August 30 2020 Sunday,Clarence Henderson;Natalie Harp;Rob Smith,1,0
March 6 2020 Friday,Juanita Broaddrick;Harmeet Dhillon;Jehmu Greene;Nicole Malliotakis;Chadwick Moore;Robert Davi;,1,0
March 21 2020 Saturday,Peter Navarro;Ben Carson;Steve Corwin;Doug Collins;Mark Morgan,1,0
July 22 2020 Wednesday,Ramin Oskoui;Harvey Risch;Mollie Hemingway;Lara Logan;Austin Tong,1,0
January 15 2020 Wednesday,Chris Plante;Mollie Hemingway;John Kennedy;Mike Johnson;Larry Keane;Greg Steube;Luis Elizondo,1,1
February 12 2020 Wednesday,Brad Parscale;Ro Khanna;Dan Crenshaw;Bill White,0,0
September 7 2020 Monday,Marty Makary;Laura Curran;Joseph Pinion;Stef Kight;Kathryn Rooney Vera;Jenna Arnold;Mark ,0,0
April 4 2020 Saturday,Stephen Hahn;Terrence O'Shaughnessy;Mark Cuban,1,0
March 21 2020 Saturday,Mehmet Oz;Shelby Cordell;Kylie Marquez;Candace Owens,1,0
October 1 2020 Thursday,Mitch McConnell;Ari Fleischer;Julie Pace;Marc Thiessen,0,0
January 9 2020 Thursday,,0,0
December 21 2020 Monday,Susan Page,0,0
December 21 2020 Monday,Kevin Walling;Jenna Ellis;Kathie Lee Gifford,1,0
December 22 2020 Tuesday,Matt Walsh;Michael Pillsbury;Jason Rantz;Chris Bedford;Rick Gates,1,1
July 30 2020 Thursday,Ali Houshmand;Larry Hogan;Mick Mulvaney,0,0
February 9 2020 Sunday,Randy Barnett,1,0
January 7 2020 Tuesday,Art Hogan;Dan Sullivan;Kelly Jane Torrance;Mollie Hemingway;Francesca Chambers;Jeanne Zaino;,0,0
April 6 2020 Monday,Harold Hamm,0,0
June 18 2020 Thursday,,0,0
February 16 2020 Sunday,Jenna Ellis;Katrina Pierson;Stephen Moore;Arnold Schwarzenegger,1,0
July 25 2020 Saturday,Ben Shapiro;Eric Trump;Scott Atlas;Daniel Halper,1,0
November 6 2020 Friday,Debbie Dingell;Corey Lewandowski;Barry Richard;Sean Spicer;Victor Davis Hanson;Jeff Weaver,0,0
March 26 2020 Thursday,Michelle Meyer;Saud Sadiq;Francis X. Suarez;Tom Cotton;Max Rose,0,0
March 19 2020 Thursday,Michael Burgess;David Kessler;Rick Scott;Russel Honore;Stacey Cunningham,0,0
June 22 2020 Monday,Doug Burns;Pete Patel;Susan Crabtree;Don Peebles;Alveda King;Howard Safir,0,0
July 1 2020 Wednesday,Tom Frieden;Kevin Cramer,0,0
July 5 2020 Sunday,Philippe Reines,0,0
March 24 2020 Tuesday,Peter Navarro;Mike Rowe;Charles Camosy;Wolfgang Puck;Thomas Keller;Rohit Chopra;Matt Gaetz,1,1
March 6 2020 Friday,Ned Ryun;Emily Larsen;Robby Soave;Chris Fenton;Roger Waters;Lila Rose,1,1
September 17 2020 Thursday,Steve Glover;Charles Camosy;Steve Bannon;Max Eden;Ryan Cleckner,1,1
April 2 2020 Thursday,Dr. Jerome Adams; Dr. Jacob Glanville; Mike Rowe; Amesh Adalja; Bill Bennett,0,0
April 11 2020 Saturday,Anthony Fauci;Rudy Giuliani;Steven Mosher;Patricia Olinger,1,0
February 27 2020 Thursday,Brian Brenberg;Michael Pillsbury;Jenna Ellis;Stephani Hamill;Ethan Bearman;Jeremy Dice,1,0
April 13 2020 Monday,Andrew Stoltmann;Peter Pitts;Kristi Noem;Andrew Cuomo;Ben Cardin;Jon Baugh,0,0
July 3 2020 Friday,Jennifer Jolly;Amesh Adalja;Mike Rounds;Howard Safir;Jim Allen,0,0
April 24 2020 Friday,Marty Makary;Pete Ricketts;Elaine Chao; Eddie Ares,0,0
April 9 2020 Thursday,Don Peebles;Robert Irvine;Lahnee Chen;Tom Fitton,1,1
December 6 2020 Sunday,,0,0
April 14 2020 Tuesday,Victor Davis Hanson;Matt Gaetz;Jay Bhattacharya,1,1
March 16 2020 Monday,Mike DeWine;Justin Lessler;Rick Scott;Chris Hahn;Andy Puzder,0,0
February 24 2020 Monday,Steven Mosher;Krystal Ball;Mark Steyn,1,1
March 16 2020 Monday,Chad Wolf;Gregory Rigano;Andy Biggs;Mark Greene;Mike Braun;Mark Green;Steve Forbes;John ,1,0
March 22 2020 Sunday,Danzel Barber;Ken Langone;Chris Kane;Lee Spieckerman;Mehmet Oz;Charles Grassley,0,0
March 17 2020 Tuesday,Elizabeth Schneider;John Bolton;Ed Orgeron;Elaina George;Mike DeWine;Kevin Cramer;Maggie ,0,0
March 12 2020 Thursday,Ronny Jackson;Alex Azar;Tom Cotton,1,0
March 16 2020 Monday,Shoshana Ungerleider;Ron Kruszewski,0,0
September 15 2020 Tuesday,Li-Meng Yan;Candace Owens;Marc Morano;Darren Beattie,1,1
April 28 2020 Tuesday,Scott Jensen;Michael Robb;Kevin McCarthy;Kayleigh McEnany;Victor Davis Hanson;Steven Greer,1,0
April 29 2020 Wednesday,Darren Bailey;Daniel Cameron;Rick Jackson;Ramin Oskoui;Alana Goodman;Devin Nunes;Sean Davis,1,0
June 15 2020 Monday,Dinesh D'Souza;Jack Brewer;Stephen Smith;Ramin Oskoui;Bernie Kerik ;Keith Burris,1,0
March 14 2020 Saturday,Rob Long;Mike Baker,1,0
April 30 2020 Thursday,Lee Newman;Avik Roy;Dave Rubin;Harmeet Dhillon;Vivienne Reign;Austin Beilhart;Nikki Haley;Tom ,1,0
April 14 2020 Tuesday,Peter Navarro;Tom Frieden;Andy Puzder,0,0
April 15 2020 Wednesday,Mike Pompeo;Ted Cruz;Betsy McCaughey;Amesh Adalja;Roseanne Ponkowski,0,0
May 25 2020 Monday,,1,0
May 25 2020 Monday,Sidney Powell;Chris Hahn;Scott Atlas;Craig Spencer;Mike McClure;Martha McSally;John Wayne ,0,0
April 29 2020 Wednesday,Tate Reeves;Andy McCarthy;Kellyanne Conway;Maura Healey;Ian Lipkin;Heather Mac Donald,0,0
May 14 2020 Thursday,KT McFarland;Alex Azar;Phil Murphy;Scott Walker;Daniel Henninger,0,0
April 13 2020 Monday,,0,0
June 15 2020 Monday,Lara Trump;Chris Hahn;Ty-Ron Douglas; Burgess Owens;Steve Scalise,0,0
May 5 2020 Tuesday,Debbie Lesko;Christopher Murray;John Bel Edwards;Ginger Nelson;John Dalli;Lindsey Graham,0,0
April 9 2020 Thursday,Ben Carson;Ali Mokdad;Curtis Bashaw,0,0
April 8 2020 Wednesday,Peter Navarro;Stephen Hahn;Marc Boom,0,0
March 9 2020 Monday,Marco Rubio;Mark Steyn;Glenn Greenwald;Piers Morgan;Mollie Hemingway;Harmeet Dhillon,1,1
July 29 2020 Wednesday,Tom Bevan;Kaylee McGhee;Bob Casey;Rob Portman,0,0
March 12 2020 Thursday,Andy Biggs;Lee Zeldin;Matt Gaetz; Ramin Oskoui;Amesh Adalja;Tamar Weinberg;Rudy Giuliani;Tom ,1,0
June 30 2020 Tuesday,Charles Lane;Mollie Hemingway;Steve Hayes,0,0
February 25 2020 Tuesday,Anthony Fauci;Charles Hurt;Mo Elleithee;Jonah Goldberg,0,0
March 30 2020 Monday,,0,0
April 6 2020 Monday,Thomas Ingelsby,0,0
March 26 2020 Thursday,,0,0
March 24 2020 Tuesday,Mike Pence; Dr. Mehmet Oz; Donald Trump; Deborah Birx; Jerome Adams,0,0
February 28 2020 Friday,Amesh Adalja;Buddy Carter;Peter Tuchman;Heather Zumarraga;Scott Martin;Bill Cassidy,0,0
January 13 2020 Monday,Saagar Enjeti;Richard Goodstein;Douglas Macgregor;Mark Steyn;Nicole Malliotakis;Armond White,1,1
October 9 2020 Friday,Jason Nichols;Thom Tillis;Ted Cruz;Josh Guillory,0,0
October 25 2020 Sunday,Matt Gaetz;Robert O'Brien,1,0
November 5 2020 Thursday,Kellyanne Conway,0,0
November 6 2020 Friday,Jeh Johnson;John Yoo;Emanuel Cleaver,0,0
September 17 2020 Thursday,Ben Carson;Scott Atlas;Chris Pollack;Caitlin Singleton;Wanda Smith;Brett Favre,0,0
January 23 2020 Thursday,Jim Jordan;Sol Wisenberg;Bob Barr;Harmeet Dhillon;Tony Sayegh;Victor Davis Hanson,1,0
February 4 2020 Tuesday,,1,0
August 24 2020 Monday,Lindsey Graham;Leo Terrell,1,0
August 27 2020 Thursday,,1,0
August 25 2020 Tuesday,,1,0
August 26 2020 Wednesday,,1,0
July 14 2020 Tuesday,Symone Sanders;Sheila Jackson Lee;Ayaan Hirsi Ali;Mark Eiglarsh;Casey Frank;Tom Inglesby,0,0
December 24 2020 Thursday,Lisa Boothe;Charles Lane;Jason Riley,0,0
November 24 2020 Tuesday,Asra Nomani;Cynthia Garrett;Phil Kerpen;Ramin Oskoui;Matt Gaetz;Robert Spalding;Dinesh D'Souza;,1,0
December 4 2020 Friday,Scott Atlas;Ramin Oskoui;Matt Schlapp;Phillip Kline;Dinesh D'Souza,1,0
September 16 2020 Wednesday,Rob Portman;Tom Tyler;Frank Luntz;Bob Lahita,0,0
July 8 2020 Wednesday,Alex Azar;Bradley Moss;Carrie Severino;Kevin Walling;Cameron Lindsay;Mark Eiglarsh,1,0
March 20 2020 Friday,Marsha Blackburn;Larry Kudlow;Sean Spicer;Ronny Jackson;Andrew Von Eschenbach,1,0
December 11 2020 Friday,Ned Ryun;Andrew Gruel;Larry Elder;Justin Haskins;Andrew Arthur;Colion Noir,1,1
May 18 2020 Monday,Devin Nunes;Seema Verma;Richard Haass;Mark Cuban;Scott Atlas,0,0
December 20 2020 Sunday,Charlie Kirk;Jim Desmond,1,0
October 19 2020 Monday,Tom Bevan,0,0
April 30 2020 Thursday,,0,0
December 25 2020 Friday,Daniel Linskey;Bill Ryan;Joey DeGraw;Michael Balboni,0,0
December 17 2020 Thursday,,0,0
November 13 2020 Friday,Kirsten Gillibrand;Qanta Ahmed;Lee Carter,0,0
April 23 2020 Thursday,,0,0
May 18 2020 Monday,Eugene Scalia,0,0
April 6 2020 Monday,Steve Weinberg;Jeff Landry;Scott Walker;Megan Alexander,1,0
May 29 2020 Friday,Leo Terrell;Larry Elder;Rudy Giuliani;Bernie Kerik;Daryl Davis,1,0
June 2 2020 Tuesday,Victor Davis Hanson;Ben Shapiro;Ed Mullins;Gerry McCarthy;Bruce Levell;Burgess Owens;Lara Logan,1,0
February 5 2020 Wednesday,Donald Trump;Jr.;Jimmy Dore; Bryan Dean Wright;Chad Wolf;Howie Carr,1,1
August 26 2020 Wednesday,Shelby Talcott;Scott Walker;Chris Hahn;Kellyanne Conway;Ronna McDaniel,0,0
November 30 2020 Monday,Daniel Cameron,0,0
October 6 2020 Tuesday,Daniel Cameron,0,0
September 8 2020 Tuesday,Bill Bennett;A.B. Stoddard;Matthew Continetti,0,0
August 14 2020 Friday,David Friedman,0,0
August 19 2020 Wednesday,,1,0
July 24 2020 Friday,Ken Cuccinelli;Bernard Kerik;Ben Weingarten;Horace Cooper;Steve Cortes;Rachel Campos-Duffy;,1,0
January 23 2020 Thursday,,0,0
January 22 2020 Wednesday,,0,0
February 7 2020 Friday,,0,0
April 7 2020 Tuesday,,0,0
October 8 2020 Thursday,Frank Fahrenkopf;Hogan Gidley;Peter Navarro;Kelvin Coleman,0,0
October 1 2020 Thursday,,0,0
October 19 2020 Monday,Tim Murtaugh;Jenna Ellis;Ethan Bearman;Tom Bevan;K.T. McFarland,1,0
June 27 2020 Saturday,Steve Scalise;Darrell Issa;Ja'Ron Smith;Marsha Blackburn;Corey Lewandowski;Ed Flynn,1,0
September 4 2020 Friday,Francesca Chambers;Mike Varshavski;Kristen Hawn;Nick Adams;Kevin Brady;Scott Martin;Frances ,0,0
April 22 2020 Wednesday,Robert George;Wolfgang Puck;Michael McCaul,1,0
November 17 2020 Tuesday,Amy Walter;Ben Domenech,0,0
June 8 2020 Monday,Niger Innis;Victor Davis Hanson;Jamie McBride;Jamie McBride;Chris Swecker;Lara Logan,1,0
June 8 2020 Monday,Lee Carter;Dermot Shea,0,0
February 25 2020 Tuesday,,1,0
June 12 2020 Friday,Leo Terrell;Larry Elder;Reince Priebus;Angela Underwood Jacobs,1,0
March 9 2020 Monday,,0,0
July 8 2020 Wednesday,Donald Trump;Jr.;Nikki Haley;Lindsey Graham;Ric Grenell;Horace Lorenzo Anderson;Andre Taylor,1,0
May 12 2020 Tuesday,Saagar Enjeti;Ned Ryun,1,1
January 14 2020 Tuesday,Dave Rubin;Victor Davis Hanson;Francey Hakes;Dean Cain,1,1
February 29 2020 Saturday,,1,0
January 22 2020 Wednesday,Darrell Issa;Victor Davis Hanson;Anya Parampil;John Ratcliffe;Josh Hawley;Alana Goodman,1,1
February 19 2020 Wednesday,Piers Morgan;Bernard Whitman;Ryahn Glezman;Terrie Turchie,1,1
August 19 2020 Wednesday,Tim Murtaugh;Drew Hernandez;Ben Carson;Becky Pringle,0,0
August 17 2020 Monday,Sarah Palin;Rudy Giuliani;Debbie Dingell;Jesse Petrilla;Christine Ruiz;Jeff Weaver,0,0
August 20 2020 Thursday,,1,0
August 20 2020 Thursday,Symone Sanders;Lara Trump;Robert O'Brien;John Kass;Burgess Owens,0,0
June 24 2020 Wednesday,Jonathan Swan;Kimberley Strassel;Christopher Wray,0,0
August 12 2020 Wednesday,Darrell Issa;Doug Schoen;Rudy Giuliani;Betsy DeVos;John Eastman;Matt Schlapp,1,0
July 17 2020 Friday,Tom Bevan;Sara Carter;Lara Logan;Brian Kemp;Ramin Oskoui;Adam Guillette,1,0
January 20 2020 Monday,Caitlin Owens;Justin Sayfie;David Morey;Janette Nesheiwat;Sean McFate;Kelly Jane Torrance;Mairead ,0,0
February 22 2020 Saturday,Joe Machi;Walter Kirn,1,0
February 17 2020 Monday,Jason Nichols;Michael Tracey;Bernard Kerik;Matthew Whitaker;Bryan Dean Wright; Jim Banks;Victor ,1,1
January 29 2020 Wednesday,Kevin McCarthy;Robert Ray;Sol Wisenberg;Kellyanne Conway;Doug Collins;Chris Hahn,1,0
October 7 2020 Wednesday,,0,0
January 24 2020 Friday,,0,0
August 22 2020 Saturday,Adam Haner;Tammie Martin;Mark Meadows;Frank Luntz;Joe Theismann,1,0
October 22 2020 Thursday,Susan Ferrechio;Ken Langone;Rob Portman;Jo Jorgensen;Chris Van Hollen,0,0
July 21 2020 Tuesday,Ryan Girdusky;Ian Smith;Ryan Cleckner;Gordon Chang;Chadwick Moore,1,1
February 13 2020 Thursday,Quentin James;Robert Wolf;Roshini Raj;Larry Glazer;Bill Cassidy,0,0
April 17 2020 Friday,,0,0
June 8 2020 Monday,Kevin Walling;Steve Rogers;Jason Lewis;Karl Manke;Dave Kallman;Alveda King,1,0
November 11 2020 Wednesday,,0,0
December 15 2020 Tuesday,Josh Hawley;Kat Cammack;Alex Azar;Trenton Brown,0,0
November 17 2020 Tuesday,Victor Davis Hanson;Richard Giardino;Phil Kerpen;Ramin Oskoui;Austin Beilhart;Dinesh D'Souza;Carla ,1,0
August 17 2020 Monday,Penny Pritzker,0,0
November 23 2020 Monday,Lee Zeldin;Elise Stefanik;Ric Grenell;Ronna McDaniel;Lindsey Graham;Leo Terrell;Larry Elder,1,0
February 10 2020 Monday,Mark Steyn;Krystal Ball;Adam Carolla;Janette Nesheiwat,1,1
August 31 2020 Monday,Donald Trump Jr.;Leo Terrell;Kimberly Klacik;Ric Grenell;Matt Schlapp,1,0
October 12 2020 Monday,Ted Cruz;Jenna Ellis;John Tiegen;Jimmy Dore;James Comer,1,1
January 22 2020 Wednesday,Jonathan Swan;Ben Domenech;Jay Sekulow,0,0
January 25 2020 Saturday,Michael Loftus,1,0
August 19 2020 Wednesday,,0,0
August 19 2020 Wednesday,Steve Cortes;Richard Goodstein,1,0
March 2 2020 Monday,Richard Goodstein;Victor Davis Hanson;Jason Rantz;Mark Steyn;Devin Nunes;Dan Patrick,1,1
February 12 2020 Wednesday,Richard Goodstein;Tom Fitton;Chadwick Moore,1,1
January 23 2020 Thursday,Kimberley Strassel;Devin Nunes;Charles Gasparino;Mike Johnson;Tulsi Gabbard,1,1
January 23 2020 Thursday,,0,0
December 16 2020 Wednesday,Karl Rove;Suzi Voyles;Charlie Kirk;Mike Emanuel;Tom Cotton;K.T. McFarland;Brett Tolman;Ben ,0,0
February 26 2020 Wednesday,Kevin McCarthy;Richard Goodstein;Stephen Tharp;Tom Cotton;Steve Tharp;Chuck Jenkins;John Bash;,1,0
June 9 2020 Tuesday,Raymond Lopez;Dinesh D'Souza;Lance Lorusso;Danny Coulson;Rudy Giuliani;Harmeet Dhillon,1,0
January 16 2020 Thursday,Mark Steyn;Ian Samuel;Tom Cotton;Robby Soave,1,1
March 9 2020 Monday,Kevin McCarthy;Matt Schlapp;Amesh Adalja;Horace Cooper;Allie Beth Stuckey;Scott Bolden;Charles ,1,0
July 8 2020 Wednesday,Saagar Enjeti;Ed Gavin;Bernard Kerik,1,1
July 30 2020 Thursday,Victor Davis Hanson;Andrew Duncomb;Steve Carlisle;Simone Gold;Bradford Wilcox;Jenna Ellis,1,1
January 19 2020 Sunday,Lindsey Graham;Hakeem Jeffries;Jonathan Swan,0,0
September 11 2020 Friday,James Gallagher;Brett Eagleson;Brian Kraft;Glenn Greenwald,1,1
August 3 2020 Monday,Mercedes Schlapp;Marco Rubio;Kayleigh McEnany;Tom Cotton,1,0
January 29 2020 Wednesday,Devin Nunes;Andy Biggs;Matt Gaetz;Elise Stefanik,1,0
March 2 2020 Monday,Nomiki Konst;Doug Schoen;Eric Metaxas;Matt Whitaker,1,0
December 17 2020 Thursday,Rebecca Friedrichs;Dave Rubin;Jessica Anderson;Max Nelson;Marco Rubio;Dinesh D'Souza,1,0
January 24 2020 Friday,Jordan Sekulow;Alan Dershowitz;Louie Gohmert;Andy Biggs;Lindsey Graham;Peter Schweizer,1,0
October 14 2020 Wednesday,Robert Dunn;Josh Hawley;Harvey Risch;Candace Owens,1,0
January 28 2020 Tuesday,Ted Cruz;Alan Dershowitz;John Kennedy;Mark Meadows;Jim Jordan;Louie Gohmert,1,0
January 27 2020 Monday,Jordan Sekulow;Kevin McCarthy;Mike Johnson;Michael Waltz;Larry Elder;Anthony Fauci,1,0
June 8 2020 Monday,Bernie Kerik;Leo Terrell;Larry Elder;Tom Cotton;Alice Marie Johnson,1,0
May 7 2020 Thursday,Sidney Powell;Shelley Luther;Donald Trump Jr.;Lindsey Graham,1,0
February 28 2020 Friday,Chris Bedford;Drew McKissick;Gibbs Knotts;Drew Lovegrove;Ben Domenech;Kyle Kulbarsh;Barbara ,1,0
July 9 2020 Thursday,Larry Kudlow;Bernard Kerik;John Eastman;Sol Wisenberg;Lou Holtz;Scott Jensen;Stephen Smith,1,0
February 26 2020 Wednesday,Nikki Haley;Steve Scalise;Bill de Blasio;Devin Nunes;Jim Jordan;Lara Trump,1,0
January 30 2020 Thursday,Alan Dershowitz;Steve Scalise;Jeff Van Drew;Carter Page;Lee Zeldin,1,0
February 27 2020 Thursday,Kevin McCarthy;Mike Pence;Matt Gaetz,1,0
May 19 2020 Tuesday,Robert Hamilton;Jerry Falwell Junior;Karol Sikora;Stephen Smith;Max Nelsen;Phil Kerpen;Jim Hanson;,1,0
July 20 2020 Monday,Chad Wolf,0,0
December 31 2020 Thursday,,1,0
December 24 2020 Thursday,,1,0
December 25 2020 Friday,,1,0
December 25 2020 Friday,,1,0
December 31 2020 Thursday,,1,0
December 30 2020 Wednesday,,1,0
November 27 2020 Friday,,1,0
November 26 2020 Thursday,,1,0
November 25 2020 Wednesday,,1,0
December 23 2020 Wednesday,,1,0
March 6 2020 Friday,,0,0
July 15 2020 Wednesday,Seth Kubersky;Albert Jamison;Charles Marino;Emily Larsen;Ed Orgeron,0,0
March 5 2020 Thursday,Matt Gaetz;Lee Zeldin;Mercedes Schlapp;Tezlyn Figaro;Victor Davis Hanson;Helgi Walker;Sol ,1,0
January 5 2020 Sunday,Buck Sexton,0,0
September 1 2020 Tuesday,David Rubenstein;Joseph Pinion;Zane Tankel;Emily Larsen,0,0
February 6 2020 Thursday,Susan Page;Tom Bevan,0,0
May 14 2020 Thursday,Dave Rubin;Peter Navarro;Sidney Powell;Rudy Giuliani,1,0
April 10 2020 Friday,Marty Makary Jason Riley;Leslie Marshall;Jeff Mason,0,0
March 23 2020 Monday,Mehmet Oz;Rio Giardinier;Meredith Clement;Mike Braun;Kimberley Strassel,1,0
April 28 2020 Tuesday,Dave Rubin;Matt Gaetz;Miranda Devine,1,1
February 14 2020 Friday,Bob Driscoll;Tom Fitton;Charlie Kirk;Jim Trusty;Lee Smith;Lee Smith;Allie Beth Stuckey;Bill Scher;,1,0
May 10 2020 Sunday,,1,0
January 16 2020 Thursday,Rand Paul;Reince Priebus;Matt Gaetz;Marsha Blackburn;Alan Dershowitz,1,0
May 6 2020 Wednesday,Lindsey Graham;Tim Georgeff;Greg Abbott;Mercedes Schlapp;Dennis Miller,1,0
April 29 2020 Wednesday,Mike Pompeo;Mark Cuban;Scott Atlas,1,0
June 26 2020 Friday,Jason Rantz;John Bolton;David Bruno;Brian Claypool,1,0
February 15 2020 Saturday,Pam Bondi;Ken Cuccinelli;Lara Trump,1,0
December 26 2020 Saturday,Ned Ryun;Charlie Kirk;Lara Trump;Mike Ditka,1,0
July 10 2020 Friday,Harold Ford Jr.;Susan Ferrechio;Bill McGurn,0,0
October 16 2020 Friday,Jeff Mason;Kimberley Strassel;Jonah Goldberg,0,0
April 16 2020 Thursday,,0,0
November 20 2020 Friday,Alex Azar;Harold Ford Jr.;Mollie Hemingway;Jonah Goldberg,0,0
June 20 2020 Saturday,,1,0
September 17 2020 Thursday,Charles Hurt;Mara Liasson;Bill McGurn,0,0
December 31 2020 Thursday,Charles Hurt;Susan Ferrechio;Charles Lane,0,0
December 5 2020 Saturday,Lara Trump;Jenna Ellis;Peter Navarro;Michael Flynn;Scott LoBaido,1,0
October 28 2020 Wednesday,Harold Ford Jr.;Mollie Hemingway;Jonah Goldberg,0,0
November 16 2020 Monday,Julie Pace,0,0
September 30 2020 Wednesday,Frank Luntz;Jason Miller;Mollie Hemingway;Bill McGurn;Josh Kraushaar,0,0
November 10 2020 Tuesday,Mike Pompeo;Harold Ford Jr.;Guy Benson,0,0
July 6 2020 Monday,Robert Woodson;Jason Whitlock,1,1
February 5 2020 Wednesday,Matt Gaetz;Lee Zeldin;Lindsey Graham;Mike Huckabee;Doug Collins,1,0
February 6 2020 Thursday,David Nunes;Richard Goodstein;Charlie Kirk;Donald Trump Jr.;Phil Lyman;Candace Owens;Leo Terrell,1,0
July 31 2020 Friday,Gary Bettman;Mollie Hemingway;Charles Lane;Steve Hayes,0,0
September 18 2020 Friday,Susan Ferrechio;Harold Ford Jr;Marc Thiessen,0,0
February 6 2020 Thursday,,0,0
October 20 2020 Tuesday,Piers Morgan;Sohrab Ahmari;Josh Hawley;Adam Carolla;Peter Navarro;Heather Mac Donald,1,1
October 27 2020 Tuesday,,0,0
October 2 2020 Friday,Mark Steyn;Corey Lewandowski;Donald Trump;Jr.;Marty Makary;Cameron Durrant,1,1
October 7 2020 Wednesday,Donald Trump Jr.,0,0
February 15 2020 Saturday,Donald Trump Jr.;Rand Paul;Larry Kudlow; Ron Paul;Mark Alfieri,1,0
October 27 2020 Tuesday,Donald Trump Jr.,0,0
September 9 2020 Wednesday,Robert O'Brien;Mollie Hemingway;Tom Bevan;Harold Ford Jr.,0,0
November 13 2020 Friday,Bill Bennett;Leslie Marshall,0,0
September 24 2020 Thursday,Alex Azar,0,0
October 24 2020 Saturday,Ted Cruz;Charlie Kirk;Steve Cortes;Dennis Prager;Dana Loesch,1,0
November 25 2020 Wednesday,Jeff Mason;Susan Ferrechio;Jason Riley,0,0
September 25 2020 Friday,Donald Trump;Ron DeSantis;Kimberley Strassel;Mollie Hemingway;Darrell Scott;Lara Logan,1,0
September 28 2020 Monday,Harold Ford;Jr.;Kimberley Strassel,0,0
December 2 2020 Wednesday,Matthew Continetti;Susan Ferruccio;Matthew Continetti;Susan Ferrechio,0,0
January 9 2020 Thursday,Mike Boyd;Matt Gaetz;Daniel Davis;Shauna White;Mark Steyn,1,1
October 17 2020 Saturday,Miranda Devine;Tom Cotton,1,0
October 6 2020 Tuesday,Harold Ford Jr.,0,0
October 2 2020 Friday,Charles Hurt;Mara Liasson;Steve Hayes,0,0
July 29 2020 Wednesday,Harold Ford Jr.;Susan Ferrechio,0,0
September 3 2020 Thursday,Kimberley Strassel;Charles Lane;Jonah Goldberg,0,0
March 11 2020 Wednesday,Steven Mosher;Victor Davis Hanson;Jason Nichols;Peter Hasson;Janette Nesheiwat;Josh Hawley,1,1
October 5 2020 Monday,,0,0
September 1 2020 Tuesday,Mike Pence;Amy Walter;Matthew Continetti;Dylan Fearon;Bob Kalinowski,0,0
December 23 2020 Wednesday,Amy Walter;Bill McGurn,0,0
November 11 2020 Wednesday,H.R. McMaster;Amy Walter;Matthew Continetti,0,0
October 9 2020 Friday,Donald Trump;Steve Krakauer;James ,1,1
August 30 2020 Sunday,Donald Trump;Jr.,1,0
March 17 2020 Tuesday,,0,0
August 13 2020 Thursday,Kellyanne Conway;Randi Weingarten;Scott Atlas;Jeff Monken;Tony Defilippis;Tim Gray,0,0
March 20 2020 Friday,David Neeleman;Bob Lahita;Tim Anderson;John Mormando;John Thune,0,0
January 15 2020 Wednesday,Stephen Schwarzman;Rand Paul;Rob Smith;Jillian Melchior;David Burstein;Tom Dupree;Greg Steube;,0,0
January 27 2020 Monday,,0,0
October 28 2020 Wednesday,Mike DeWine;Ali Mokdad,0,0
