Date,Guest,Primetime,Tucker
March 31 2011 Thursday,Kay Hagan,0,0
March 18 2011 Friday,Kelly Ayotte,0,0
July 28 2011 Thursday,Kent Conrad,0,0
April 14 2011 Thursday,Kent Conrad,0,0
January 3 2011 Monday,Kirsten Gillibrand,0,0
March 17 2011 Thursday,Lamar Alexander,0,0
February 1 2011 Tuesday,Lindsey Graham;John Barrasso,0,0
May 5 2011 Thursday,Lindsey Graham,0,0
May 2 2011 Monday,Lindsey Graham,0,0
June 16 2011 Thursday,Lindsey Graham,0,0
April 14 2011 Thursday,Marco Rubio,0,0
May 12 2011 Thursday,Mark Begich,0,0
January 5 2011 Wednesday,Mark Kirk,0,0
January 25 2011 Tuesday,Mark Warner,0,0
July 21 2011 Thursday,Mike Crapo,0,0
February 1 2011 Tuesday,Mike Lee,0,0
July 25 2011 Monday,Mike Lee,1,0
February 28 2011 Monday,Mike Lee,0,0
February 2 2011 Wednesday,Mitch McConnell,0,0
June 13 2011 Monday,Senator Norm Coleman;Robert Weiner,0,0
July 18 2011 Monday,Orrin Hatch,0,0
March 23 2011 Wednesday,Orrin Hatch,0,0
January 20 2011 Thursday,Pat Toomey,1,0
February 7 2011 Monday,Pat Toomey,0,0
February 25 2011 Friday,Rand Paul,0,0
February 8 2011 Tuesday,Senator Rand Paul,0,0
January 28 2011 Friday,Rob Portman,0,0
February 16 2011 Wednesday,Senator Rob Portman,0,0
January 24 2011 Monday,Roger Wicker,0,0
February 7 2011 Monday,Roger Wicker,0,0
January 5 2011 Wednesday,Ron Johnson,0,0
June 29 2011 Wednesday,Ron Johnson,0,0
July 5 2011 Tuesday,Ron Johnson,0,0
January 25 2011 Tuesday,Ron Johnson,0,0
March 8 2011 Tuesday,Roy Blunt,0,0
April 13 2011 Wednesday,Roy Blunt,0,0
February 16 2011 Wednesday,Senator Russell Pearce;Dr. George Pauk,0,0
May 4 2011 Wednesday,Saxby Chambliss,0,0
February 22 2011 Tuesday,Senator Scott Brown,0,0
January 13 2011 Thursday,Susan Collins,0,0
February 17 2011 Thursday,Senator Tom Coburn,0,0
November 10 2011 Thursday,Tom Coburn;John Barrasso,1,0
December 4 2011 Sunday,Tom Coburn;Kent Conrad,0,0
December 4 2011 Sunday,Tom Coburn;Kent Conrad,0,0
January 9 2011 Sunday,Chris Coons;Rand Paul,0,0
January 9 2011 Sunday,Chris Coons;Rand Paul,0,0
May 15 2011 Sunday,Dick Durbin;Jon Kyl,0,0
May 15 2011 Sunday,Dick Durbin;Jon Kyl,0,0
March 20 2011 Sunday,Lindsey Graham;Jack Reed,0,0
March 20 2011 Sunday,Lindsey Graham;Jack Reed,0,0
June 22 2011 Wednesday,Mike Lee;Jim DeMint,1,0
March 27 2011 Sunday,John McCain;Joe Lieberman,0,0
February 7 2011 Monday,John McCain;Lindsey Graham;Joe Lieberman,1,0
March 27 2011 Sunday,John McCain;Joe Lieberman,0,0
April 13 2011 Wednesday,Senators Rand Paul;Lindsey Graham;Mike Lee,0,0
March 25 2011 Friday,Sharlene Wells Hawkes,0,0
March 15 2011 Tuesday,Sharon Squassoni,0,0
July 8 2011 Friday,Sharron Angle,1,0
January 11 2011 Tuesday,Edgar Domenech,0,0
April 22 2011 Friday,Joe Arpaio,0,0
January 10 2011 Monday,Paul Babeu,0,0
December 16 2011 Friday,Gov. Nikki Haley,1,0
September 13 2011 Tuesday,Sen. Lindsey Graham,0,0
March 2 2011 Wednesday,Jim DeMint,0,0
October 12 2011 Wednesday,Rep. John Boehner;John Thune,1,0
May 9 2011 Monday,Star Jones,1,0
October 31 2011 Monday,Stark Parker,1,0
April 1 2011 Friday,Armond Budish,0,0
March 23 2011 Wednesday,Brian Bosma,0,0
May 17 2011 Tuesday,David Simpson,0,0
March 7 2011 Monday,Don Beezley,0,0
February 3 2011 Thursday,Hal Wick,0,0
July 18 2011 Monday,Jose Diaz,0,0
February 24 2011 Thursday,State Representative Lois Kolkhorst,0,0
March 15 2011 Tuesday,Peter Barca,0,0
February 24 2011 Thursday,State Representative Robin Vos,0,0
March 23 2011 Wednesday,Win Moses,0,0
August 9 2011 Tuesday,Alberta Darling,0,0
March 30 2011 Wednesday,Bill Seitz,0,0
March 10 2011 Thursday,Bob Jauch,0,0
February 23 2011 Wednesday,Dale Schultz,0,0
March 4 2011 Friday,Dan Kapanke,0,0
March 22 2011 Tuesday,Gilbert Baker;Kathy Webb,0,0
March 3 2011 Thursday,Glenn Grothman,0,0
February 28 2011 Monday,Jim Holperin,0,0
February 24 2011 Thursday,State Senator Jim Holperin,0,0
April 7 2011 Thursday,Joe Schiavoni,0,0
February 24 2011 Thursday,State Senator Jon Erpenbach,0,0
March 8 2011 Tuesday,Keith Faber,0,0
February 22 2011 Tuesday,Keith Faber,0,0
March 16 2011 Wednesday,Leah Vukmir,0,0
January 13 2011 Thursday,Matt Murphy,0,0
April 19 2011 Tuesday,Patty Richard,0,0
March 10 2011 Thursday,Randy Hopper,0,0
May 5 2011 Thursday,Ryan Zinke,0,0
March 10 2011 Thursday,Scott Fitzgerald,0,0
April 8 2011 Friday,Scott Fitzgerald,0,0
March 14 2011 Monday,Scott Fitzgerald,0,0
May 12 2011 Thursday,Steve Smith,0,0
July 27 2011 Wednesday,Tom Niehaus,0,0
February 23 2011 Wednesday,Brian Bosma,0,0
June 10 2011 Friday,Stephen Bannon,1,0
April 5 2011 Tuesday,Stephen Hadley,1,0
November 24 2011 Thursday,Stephen Mansfield,1,0
February 24 2011 Thursday,Stephen Yates;Rick Grenell,0,0
January 19 2011 Wednesday,Stephen Yates,1,0
January 6 2011 Thursday,Stephen Yates,0,0
May 20 2011 Friday,Steve Clemons;Angela McGlowan,0,0
January 14 2011 Friday,Steve Forbes,0,0
February 10 2011 Thursday,Steve Forbes,0,0
February 14 2011 Monday,Steve Forbes,0,0
January 4 2011 Tuesday,Steve Forbes,0,0
December 8 2011 Thursday,Rep. Steve King,1,0
July 18 2011 Monday,Steve McMahon;Bob Ehrlich,1,0
January 3 2011 Monday,Steve McMahon;Kevin Madden,1,0
November 11 2011 Friday,Steve Murphy;Hugh Hewitt,1,0
September 6 2011 Tuesday,Steven Brill,1,0
February 8 2011 Tuesday,Steven Camarota,0,0
March 20 2011 Sunday,Steven Chu,0,0
March 24 2011 Thursday,Steven law,0,0
October 31 2011 Monday,Steven McCraw,1,0
March 17 2011 Thursday,Steven Michaelson;Audrey Silk,0,0
May 12 2011 Thursday,Steven Spinola,0,0
July 19 2011 Tuesday,Stuart Varney;Dana Perino,1,0
June 20 2011 Monday,Sugar Ray Leonard,1,0
February 11 2011 Friday,Susana Martinez,1,0
September 23 2011 Friday,Suzanne Johnson,1,0
September 12 2011 Monday,Tavis Smiley,1,0
May 13 2011 Friday,Ron Paul,0,0
February 7 2011 Monday,Ron Paul,0,0
April 13 2011 Wednesday,Eddie Bernice Johnson,0,0
June 14 2011 Tuesday,Rick Perry,0,0
November 10 2011 Thursday,Jon Huntsman;Elizabeth Huntsman;Abigail Huntsman;Mary Anne Huntsman,1,0
October 14 2011 Friday,Thomas Sowell,1,0
May 5 2011 Thursday,John O'Connor;Chris Cato;Robert Behre,0,0
October 5 2011 Wednesday,Tim Huelskamp,1,0
May 18 2011 Wednesday,Tim Lynch and David Schwartz,0,0
January 16 2011 Sunday,Tim Pawlenty,0,0
February 11 2011 Friday,Tim Pawlenty,1,0
May 12 2011 Thursday,Tim Pawlenty,1,0
May 23 2011 Monday,Tim Pawlenty,1,0
January 31 2011 Monday,Tim Pawlenty,0,0
June 8 2011,Tim Phillips,0,0
May 31 2011 Tuesday,Tim Tebow,1,0
December 16 2011 Friday,Tom Bevan,1,0
April 17 2011 Sunday,Tom Coburn;Chris Van Hollen,0,0
April 17 2011 Sunday,Tom Coburn;Chris Van Hollen,0,0
February 20 2011 Sunday,Tom Coburn;Claire McCaskill,0,0
February 20 2011 Sunday,Tom Coburn;Claire McCaskill,0,0
March 30 2011 Wednesday,Tom Donahue,0,0
May 8 2011 Sunday,Tom Donilon,0,0
January 11 2011 Tuesday,Tom Donohue,0,0
March 10 2011 Thursday,Tom Douramakos,0,0
May 10 2011 Tuesday,Tom Horne,0,0
March 17 2011 Thursday,Tom Mastrangelo,0,0
March 31 2011 Thursday,Tom Riche,0,0
January 20 2011 Thursday,Tony Dungy;Lauren Dungy,1,0
January 21 2011 Friday,Tony and Lauren Dungy,1,0
June 29 2011 Wednesday,Tony Blair,0,0
December 19 2011 Monday,Trey Gowdy,1,0
January 11 2011 Tuesday,Trey Grayson,0,0
March 28 2011 Monday,Tucker Carlson;David Englin,0,0
January 3 2011 Monday,Tucker Carlson,1,0
November 21 2011 Monday,Nigel Farage,0,0
January 25 2011 Tuesday,Valerie Jarrett,0,0
June 14 2011 Tuesday,Phillipe Dauman,0,0
June 14 2011 Tuesday,Phillipe Dauman,0,0
February 7 2011 Monday,John Spain,0,0
June 20 2011 Monday,Victor Davis Hanson,0,0
April 21 2011 Thursday,Vincent "Buddy" Cianci,1,0
September 30 2011 Friday,Ken Cuccinelli,1,0
December 15 2011 Thursday,Bob McDonnell,0,0
January 26 2011 Wednesday,Virginia Walden Ford,0,0
May 10 2011 Tuesday,Walter Russell Mead,0,0
September 30 2011 Friday,Cathy Baron Tamraz;Warren Buffett,0,0
May 25 2011 Wednesday,Cathy McMorris Rodgers,0,0
March 10 2011 Thursday,Wayne LaPierre,0,0
October 18 2011 Tuesday,Wayne Newton,1,0
July 19 2011 Tuesday,Wayne Pacelle;Michael Vick,1,0
April 11 2011 Monday,Wayne Tunic,1,0
June 1 2011 Wednesday,Wendel Tucker,0,0
June 16 2011 Thursday,Wendy Kopp,0,0
October 6 2011 Thursday,William Shatner,1,0
June 8 2011 Wednesday,Ron Johnson,0,0
March 3 2011 Thursday,Dan Kapanke,0,0
March 2 2011 Wednesday,Brett Hulsey;Glenn Grothman,0,0
March 10 2011 Thursday,Scott Fitzgerald,0,0
February 21 2011 Monday,Rebecca Kleefisch,1,0
February 21 2011 Monday,Lena Taylor,1,0
December 27 2011 Tuesday,Jon Huntsman,1,0
July 27 2011 Wednesday,Rick Santorum,1,0
July 31 2011 Sunday,Gene Sperling;Kevin McCarthy,0,0
January 4 2011 Tuesday,,1,0
November 20 2011 Sunday,Jeb Hensarling;Xavier Becerra,0,0
September 1 2011 Thursday,Rick Klein;Dick Morris;Jon Huntsman;Howard Fischer,1,0
December 16 2011 Friday,Louise Story;Andrew Roraback,1,0
May 20 2011 Friday,,0,0
May 15 2011 Sunday,Mike Huckabee;Ron Paul,0,0
February 17 2011 Thursday,Rep. Paul Ryan;Sean Parnell,1,0
May 2 2011 Monday,Porter Goss;Lindsey Graham,1,0
August 17 2011 Wednesday,Sam Youngman;Donald Trump,1,0
July 27 2011 Wednesday,Chuck Grassley;Rand Paul,1,0
January 4 2011 Tuesday,Tom Herman;Ed O'Keefe,1,0
March 9 2011 Wednesday,Tucker Carlson;Charles Krauthammer;A.B. Stoddard,0,0
October 19 2011 Wednesday,John Cornyn,1,0
November 28 2011 Monday,,1,0
December 27 2011 Tuesday,Paul Singer;Byron York,1,0
August 11 2011 Thursday,,0,0
December 15 2011 Thursday,,0,0
October 14 2011 Friday,,1,0
March 9 2011 Wednesday,Rep. Allen West;Rep. Connie Mack;Jenny Beth Martin;Yaron Brook;Steve Moore;Rep. Michele ,0,0
October 17 2011 Monday,,1,0
June 22 2011 Wednesday,Anthony Irsik;Donna Irsik;Christopher Irsik,0,0
June 24 2011 Friday,Lou Dobbs,1,0
August 9 2011 Tuesday,,1,0
August 2 2011 Tuesday,Anna-Sigga Nicolazzi,1,0
December 8 2011 Thursday,,1,0
September 20 2011 Tuesday,,1,0
September 13 2011 Tuesday,Lis Wiehl,1,0
April 19 2011 Tuesday,,1,0
May 24 2011 Tuesday,,1,0
April 12 2011 Tuesday,,1,0
January 18 2011 Tuesday,,1,0
June 7 2011 Tuesday,,1,0
February 1 2011 Tuesday,,1,0
December 20 2011 Tuesday,,1,0
January 11 2011 Tuesday,,1,0
February 15 2011 Tuesday,,1,0
June 21 2011 Tuesday,,1,0
February 8 2011 Tuesday,,1,0
December 27 2011 Tuesday,,1,0
November 8 2011 Tuesday,,1,0
May 4 2011 Wednesday,,1,0
January 25 2011 Tuesday,,1,0
March 29 2011 Tuesday,,1,0
May 10 2011 Tuesday,,1,0
June 14 2011 Tuesday,,1,0
April 5 2011 Tuesday,,1,0
March 15 2011 Tuesday,,1,0
July 19 2011 Tuesday,,1,0
March 22 2011 Tuesday,,1,0
August 9 2011 Tuesday,,1,0
August 23 2011 Tuesday,,1,0
July 26 2011 Tuesday,,1,0
March 1 2011 Tuesday,,1,0
April 4 2011 Monday,,1,0
April 14 2011 Thursday,,1,0
March 14 2011 Monday,,1,0
March 21 2011 Monday,,1,0
July 11 2011 Monday,Kate Obenshain,1,0
March 11 2011 Friday,,1,0
February 25 2011 Friday,,1,0
January 3 2011 Monday,,1,0
March 9 2011 Wednesday,,1,0
April 19 2011 Tuesday,Rick Klein,1,0
October 6 2011 Thursday,,1,0
November 29 2011 Tuesday,,1,0
May 24 2011 Tuesday,,1,0
June 3 2011 Friday,,1,0
April 8 2011 Friday,James Caan,1,0
February 17 2011 Thursday,Cathy Areu,1,0
March 11 2011 Friday,Gavin Blair;Dr. Robert Weiss;David Smith;Mary Kissel;Barbara Hancock;Suzy DeFrancis;Hermann ,1,0
March 11 2011 Friday,Ichiro Fujisake,0,0
March 11 2011 Friday,Josiah Cheatham;Maya Frommer;James Hughes;Steve Kirby;James Acton;Despina Yarian,1,0
March 11 2011 Friday,Bob Zix,1,0
March 10 2011 Thursday,,1,0
March 17 2011 Thursday,,1,0
August 25 2011 Thursday,Louise Story;Steve Smith,1,0
September 9 2011 Friday,,0,0
October 19 2011 Wednesday,Dennis Kneale,1,0
March 3 2011 Thursday,,1,0
October 27 2011 Thursday,,1,0
May 17 2011 Tuesday,,1,0
April 16 2011 Saturday,,1,0
April 23 2011 Saturday,,1,0
April 2 2011 Saturday,,1,0
March 3 2011 Thursday,,1,0
April 30 2011 Saturday,,1,0
April 9 2011 Saturday,,1,0
August 6 2011 Saturday,,1,0
December 10 2011 Saturday,,0,0
December 17 2011 Saturday,,0,0
February 12 2011 Saturday,Paul Wolfowitz,1,0
February 19 2011 Saturday,Joel Klein,1,0
February 26 2011 Saturday,Steven Malanga,1,0
February 5 2011 Saturday,Fouad Ajami,1,0
January 1 2011 Saturday,,1,0
January 15 2011 Saturday,Chris Christie,1,0
January 22 2011 Saturday,Tim Pawlenty,1,0
January 29 2011 Saturday,,1,0
July 16 2011 Saturday,,1,0
July 2 2011 Saturday,,1,0
July 23 2011 Saturday,,1,0
July 30 2011 Saturday,,1,0
June 18 2011 Saturday,John Garvey,1,0
June 4 2011 Saturday,,1,0
March 21 2011 Monday,,0,0
March 26 2011 Saturday,Paul Wolfowitz,1,0
March 5 2011 Saturday,,1,0
May 14 2011 Saturday,,1,0
May 21 2011 Saturday,,1,0
November 26 2011 Saturday,,0,0
November 5 2011 Saturday,,1,0
October 22 2011 Saturday,,1,0
October 8 2011 Saturday,Scott Gottlieb,1,0
September 24 2011 Saturday,,1,0
October 15 2011 Saturday,,1,0
June 11 2011 Saturday,,1,0
January 31 2011 Monday,,1,0
July 25 2011 Monday,,1,0
September 29 2011 Thursday,,1,0
June 20 2011 Monday,,1,0
July 25 2011 Monday,Julianna Goldman,0,0
September 1 2011 Thursday,Steve Milloy,0,0
July 5 2011 Tuesday,Russell Huekler;Bernie Grimm;Jim Hammer;Diana Tennis;Ted Williams,1,0
May 11 2011 Wednesday,Bernie Grimm;Ted Williams;Diana Tennis,1,0
October 25 2011 Tuesday,,1,0
February 24 2011 Thursday,,1,0
February 11 2011 Friday,,1,0
October 24 2011 Monday,,1,0
March 22 2011 Tuesday,,1,0
June 10 2011 Friday,,1,0
June 17 2011 Friday,Henry Kissinger,1,0
June 15 2011 Wednesday,,0,0
September 5 2011 Monday,Charles Krauthammer;Caity Callison;Ralph Shrader;Brett Hitt,0,0
July 19 2011 Tuesday,Byron York,1,0
March 16 2011 Wednesday,Paul Carroll;Tom Schieffer,1,0
April 5 2011 Tuesday,Julie Watson,1,0
March 17 2011 Thursday,Ken Joseph,1,0
December 13 2011 Tuesday,,1,0
July 26 2011 Tuesday,,0,0
August 26 2011 Friday,Tim Groseclose,1,0
January 24 2011 Monday,Louise Story,1,0
January 14 2011 Friday,Jim Hammer;Bernie Grimm;Ted Williams,1,0
March 17 2011 Thursday,,1,0
February 2 2011 Wednesday,David Letterman,1,0
August 20 2011 Saturday,,0,0
February 22 2011 Tuesday,Stephen Moore;Dana Perino,1,0
March 30 2011 Wednesday,John Redwine,1,0
March 21 2011 Monday,Sen. John McCain,1,0
March 31 2011 Thursday,Giles Whittell;Bob Scales,1,0
August 23 2011 Tuesday,John Bolton;Dana Perino;Stuart Varney,1,0
March 25 2011 Friday,Lisa Ling,1,0
April 14 2011 Thursday,Paul Ryan,0,0
May 12 2011 Thursday,Franklin Graham,1,0
March 2 2011 Wednesday,Scott Walker,0,0
May 9 2011 Monday,David Goldman,1,0
December 21 2011 Wednesday,John Bolton,1,0
October 11 2011 Tuesday,,1,0
July 14 2011 Thursday,Karl Rove;Steve King;Steve Bannon;Larry McDonald;Alan Colmes;Monica Crowley;Lee Hawkins,0,0
July 25 2011 Monday,Jason Price;Rick Sloan;Alan Colmes;David Webb;Ron Christie,0,0
July 26 2011 Tuesday,Bernie Marcus;Ann Coulter;Don Giordano;Joe Madison;Mark Simone;Blake Farenthold;James ,0,0
April 15 2011 Friday,Lou Dobbs,1,0
March 17 2011 Thursday,Lou Dobbs,1,0
April 1 2011 Friday,,1,0
July 25 2011 Monday,DAVID HUNTOON,0,0
July 13 2011 Wednesday,Frank Luntz,1,0
August 23 2011 Tuesday,John Rundle;Chris Stirewalt;David Drucker;Steve Hayes,0,0
March 9 2011 Wednesday,,1,0
October 11 2011 Tuesday,,1,0
April 18 2011 Monday,Ashley Halsey,1,0
March 24 2011 Thursday,,0,0
May 13 2011 Friday,Henry Kissinger,1,0
August 23 2011 Tuesday,Marco Rubio,1,0
July 18 2011 Monday,,1,0
September 23 2011 Friday,,1,0
March 9 2011 Wednesday,Rep. Dutch Ruppersberger,1,0
January 28 2011 Friday,John Bolton,1,0
March 16 2011 Wednesday,,0,0
August 22 2011 Monday,Byron York;Steve Hayes;John McCain;Bob Scales,1,0
September 8 2011 Thursday,Andy McCarthy,1,0
February 2 2011 Wednesday,Sen. John McCain,1,0
March 3 2011 Thursday,Sen. John McCain,1,0
July 14 2011 Thursday,Mike Vuick,0,0
July 26 2011 Tuesday,Meme Roth,1,0
June 7 2011 Tuesday,Andrew Breitbart,1,0
May 12 2011 Thursday,Brent Bozell,1,0
January 10 2011 Monday,,1,0
February 7 2011 Monday,,1,0
May 24 2011 Tuesday,,1,0
October 31 2011 Monday,,1,0
March 3 2011 Thursday,Brent Bozell,1,0
March 17 2011 Thursday,Brent Bozell,1,0
March 31 2011 Thursday,Brent Bozell,1,0
November 10 2011 Thursday,Brent Bozell,1,0
February 24 2011 Thursday,Brent Bozell,1,0
June 13 2011 Monday,,1,0
December 6 2011 Tuesday,,1,0
June 3 2011 Friday,Paul Ryan;Jack Lew;Chris Van Hollen,0,0
September 14 2011 Wednesday,,0,0
February 8 2011 Tuesday,,1,0
September 21 2011 Wednesday,,0,0
May 14 2011 Saturday,Donald Trump,1,0
December 1 2011 Thursday,,1,0
February 16 2011 Wednesday,,1,0
February 9 2011 Wednesday,,1,0
October 5 2011 Wednesday,,1,0
October 12 2011 Wednesday,Dennis Miller,1,0
October 24 2011 Monday,Eric Burke,1,0
May 9 2011 Monday,Matthew Rosenberg,1,0
April 11 2011 Monday,Peter Kinder,1,0
June 2 2011 Thursday,Dick Morris,1,0
January 26 2011 Wednesday,Mitt Romney;Newt Gingrich;John Stossel,1,0
March 18 2011 Friday,Jeff Merrifield;Ben Lefebvre;Chihiro Muroi;Ken Joseph;Ken Isaacs,1,0
February 22 2011 Tuesday,Moammar Gadhafi,0,0
March 8 2011 Tuesday,David Petraeus;Jonah Goldberg;Charles Krauthammer;Juan Williams,0,0
August 22 2011 Monday,Mike Rogers;Steve Hayes;Juan Williams;Charles Krauthammer,0,0
February 1 2011 Tuesday,Lindsey Graham;John Barrasso,1,0
March 9 2011 Wednesday,Ashlan Gorse; Ramani Durvasula,1,0
March 8 2011 Tuesday,Gloria Allred;Bernie Grimm;Ted Williams,1,0
July 12 2011 Tuesday,Dorothy Clay Sims;Bernie Grimm;Ted Williams;Jim Hammer;Gloria Allred,1,0
January 18 2011 Tuesday,Pam Bondi;J.B. Van Hollen,1,0
April 8 2011 Friday,Karl Rove;Rep. Paul Tonko;Doug Schoen,1,0
June 16 2011 Thursday,,1,0
December 19 2011 Monday,,1,0
January 20 2011 Thursday,,1,0
February 1 2011 Tuesday,John McCain;Frank Gaffney;Nonie Darwish,1,0
February 10 2011 Thursday,,1,0
February 11 2011 Friday,Erick Stakelbeck;Stephen Hadley;Ahmed Fattouh;Dr. Zuhdi Jasser,1,0
February 4 2011 Friday,Teymour el Derini;Naguib Taraboulsi;Karim Hefzy;John Bolton;Charles Levinson;Heather Murdock;,1,0
July 19 2011 Tuesday,,1,0
August 23 2011 Tuesday,Neil Irwin;Michael De La Merced,1,0
December 16 2011 Friday,,1,0
September 12 2011 Monday,,1,0
November 28 2011 Monday,,1,0
June 20 2011 Monday,,1,0
June 20 2011 Monday,Rich Lowry,1,0
May 23 2011 Monday,,1,0
March 14 2011 Monday,Kit Miyamoto;Will Tobey;Neil Irwin;Franklin Graham,1,0
May 19 2011 Thursday,Mike Walters,1,0
May 18 2011 Wednesday,Mike Walters;Gloria Allred;Jeffrey Shapiro,1,0
September 28 2011 Wednesday,Joe Stephens,1,0
October 4 2011 Tuesday,Sari Horwitz,1,0
January 19 2011 Wednesday,Rep. David Dreier;Rep. Chris Van Hollen;Rick Klein,1,0
May 11 2011 Wednesday,,1,0
October 11 2011 Tuesday,Chris Christie;Bill Cunningham;Ron Daniels;John McCain;Hank Williams;Jr.;Michael Cohen;Mo ,1,0
August 24 2011 Wednesday,Neil King;Joe Lieberman,1,0
September 21 2011 Wednesday,,1,0
December 2 2011 Friday,,1,0
January 4 2011 Tuesday,,1,0
April 21 2011 Thursday,,1,0
April 7 2011 Thursday,Richard Grasso,0,0
February 2 2011 Wednesday,Rupert Murdoch,0,0
May 11 2011 Wednesday,Rick Santorum,1,0
November 19 2011 Saturday,Jim Pinkerton;Deneen Borelli,0,0
April 28 2011 Thursday,,1,0
June 3 2011 Friday,,1,0
May 20 2011 Friday,,1,0
July 28 2011 Thursday,John Barrasso;Mike Lee;David Drucker,1,0
April 5 2011 Tuesday,,0,0
March 9 2011 Wednesday,Byron York,1,0
March 8 2011 Tuesday,Matt Schlapp;Pat Caddell;Erin Brockovich;Jim McMillan;Juan Williams;Stuart Varney;Dana Perino;,1,0
January 6 2011 Thursday,Laura Ingraham;Gretchen Carlson;Margaret Hoover,1,0
March 15 2011 Tuesday,Richard Dubiel,1,0
March 16 2011 Wednesday,,1,0
August 23 2011 Tuesday,,0,0
May 24 2011 Tuesday,,1,0
October 27 2011 Thursday,,1,0
March 7 2011 Monday,,1,0
August 29 2011 Monday,,1,0
March 8 2011 Tuesday,Byron York,1,0
September 5 2011 Monday,,1,0
April 18 2011 Monday,,1,0
March 23 2011 Wednesday,Karl Rove;John Bolton;Michelle Malkin;Larry King;Leeann Tweeden;Jerry Springer;Michael Burgess,1,0
February 18 2011 Friday,Byron York;Tim Hoover,1,0
August 30 2011 Tuesday,,1,0
March 16 2011 Wednesday,Rick Klein,1,0
August 15 2011 Monday,Donald Trump,1,0
August 5 2011 Friday,,1,0
March 21 2011 Monday,,1,0
October 5 2011 Wednesday,,0,0
July 26 2011 Tuesday,Jay Carney;Jim VandeHei;Andrew Ross Sorkin;Mitchell Hirsh;Michael Scherer;Maria Cardona;Christina ,0,0
May 30 2011 Monday,Charles Krauthammer;Tucker Carlson;Juan Williams,0,0
September 22 2011 Thursday,George Stephanopoulos,1,0
October 17 2011 Monday,Dick Morris;Pat Buchanan;Margaret Hoover;Deneen Borelli;Bernard Whitman;Kevin Sorbo;Kirsten ,1,0
November 4 2011 Friday,,1,0
July 26 2011 Tuesday,Rep. Eric Cantor;Sen. Mark Warner,1,0
April 12 2011 Tuesday,Sen. Mike Lee;Carol Lee;Rick Klein,1,0
April 29 2011 Friday,Craig Fugate,0,0
September 19 2011 Monday,Gov. Mitch Daniels;Rep. Chris Van Hollen;Tucker Carlson,1,0
September 27 2011 Tuesday,,1,0
November 18 2011 Friday,,0,0
November 17 2011 Thursday,Sarah Palin,1,0
October 6 2011 Thursday,Sen. Mitch McConnell,1,0
October 10 2011 Monday,Rick Klein;Sen. John Barrasso,1,0
October 19 2011 Wednesday,Monica Crowley;Charles Payne,1,0
October 26 2011 Wednesday,Keith Faber;Joe Schiavoni,1,0
November 8 2011 Tuesday,Reince Priebus;Ted Strickland,1,0
March 31 2011 Thursday,,1,0
January 25 2011 Tuesday,Nancy Pelosi;John Thune;Michael Grimm;Susan Estrich;Tucker Carlson;Doug Schoen,1,0
June 3 2011 Friday,Joe DioGuardi;Nick Di Paolo;Kelly Saindon,1,0
September 26 2011 Monday,,1,0
November 2 2011 Wednesday,Ed O'Keefe,1,0
April 12 2011 Tuesday,,1,0
September 22 2011 Thursday,Rep. Debbie Wasserman Schultz,0,0
May 19 2011 Thursday,,1,0
January 13 2011 Thursday,,1,0
October 25 2011 Tuesday,Sam Youngman,1,0
August 26 2011 Friday,Austan Goolsbee,1,0
March 21 2011 Monday,Tim Pawlenty,1,0
November 14 2011 Monday,,1,0
November 10 2011 Thursday,Nathan Fenno,1,0
April 7 2011 Thursday,,0,0
October 10 2011 Monday,Ann Coulter,1,0
October 5 2011 Wednesday,,1,0
September 29 2011 Thursday,Eric Fehrnstrom;Ray Sullivan,1,0
January 4 2011 Tuesday,,0,0
February 28 2011 Monday,A.B. Stoddard;Juan Williams,1,0
April 19 2011 Tuesday,Monica Crowley;Alan Colmes,1,0
June 15 2011 Wednesday,Dick Morris,1,0
January 21 2011 Friday,Chris Wallace,1,0
May 4 2011 Wednesday,Craig Sawyer,1,0
February 8 2011 Tuesday,,1,0
January 4 2011 Tuesday,,1,0
August 8 2011 Monday,,1,0
February 1 2011 Tuesday,,1,0
January 24 2011 Monday,,1,0
September 16 2011 Friday,,1,0
January 19 2011 Wednesday,,1,0
February 7 2011 Monday,,1,0
January 26 2011 Wednesday,,1,0
January 3 2011 Monday,,1,0
April 1 2011 Friday,,1,0
June 8 2011 Wednesday,,1,0
January 13 2011 Thursday,,1,0
May 4 2011 Wednesday,,1,0
April 29 2011 Friday,,1,0
February 11 2011 Friday,,1,0
April 7 2011 Thursday,,1,0
January 10 2011 Monday,,1,0
March 28 2011 Monday,,1,0
January 17 2011 Monday,,1,0
January 20 2011 Thursday,,1,0
February 25 2011 Friday,,1,0
June 1 2011 Wednesday,,1,0
February 10 2011 Thursday,,1,0
April 20 2011 Wednesday,,1,0
February 9 2011 Wednesday,,1,0
January 31 2011 Monday,,1,0
March 23 2011 Wednesday,,1,0
December 9 2011 Friday,,1,0
May 25 2011 Wednesday,,1,0
March 22 2011 Tuesday,,1,0
March 29 2011 Tuesday,,1,0
July 27 2011 Wednesday,,1,0
July 12 2011 Tuesday,,1,0
February 23 2011 Wednesday,Martin Sheen,1,0
April 4 2011 Monday,,1,0
March 15 2011 Tuesday,,1,0
January 18 2011 Tuesday,,1,0
July 8 2011 Friday,,1,0
April 12 2011 Tuesday,,1,0
March 14 2011 Monday,,1,0
April 28 2011 Thursday,,1,0
September 13 2011 Tuesday,,1,0
July 8 2011 Friday,,1,0
